baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
EJCDLKNP_01494	71086.7077756178	-2.13669101876666	0.0849436362516018	-25.1542212348646	1.2706310133134e-139	9.04496579145366e-139
EJCDLKNP_01301	650.97322452934	-2.13406480766058	0.128266111210618	-16.6377914440422	3.71053175458548e-62	1.46278705915679e-61
EJCDLKNP_00189	51250.0256295152	-2.13381484155204	0.0495050387301234	-43.1029829748146	0	0
EJCDLKNP_02070	32353.7694603975	-2.12366752460761	0.0755905116825113	-28.0943663078675	1.14784764784814e-173	9.85181238324517e-173
EJCDLKNP_00460	27812.7800453783	-2.12205250739072	0.0507562955919996	-41.8086561014749	0	0
EJCDLKNP_00904	6447.97368631565	-2.12096696608938	0.0581997850269615	-36.4428659849315	8.92389793114766e-291	1.28881679736383e-289
EJCDLKNP_00660	4696.8083039457	-2.11230044826943	0.07976916203868	-26.4801634401672	1.64044586998371e-154	1.27007716325543e-153
EJCDLKNP_01829	4737.30102387806	-2.10001492955264	0.0674140968828008	-31.1509762298456	4.91995781083321e-213	5.22245698365476e-212
EJCDLKNP_01404	5760.47582935843	-2.09563132187777	0.0748131400749198	-28.0115407504504	1.17556633211626e-172	9.97570977874931e-172
EJCDLKNP_02721	3.70586918379496	-2.09101368781557	1.15529438930884	-1.80994013921121	0.0703050706297365	0.0876697518355037
EJCDLKNP_00661	3042.16643265427	-2.08988945487657	0.0672146945182555	-31.0927464575319	3.01862353402573e-212	3.18173512147834e-211
EJCDLKNP_01671	16892.3387167587	-2.08274205370587	0.0531641786864178	-39.1756649903437	0	0
EJCDLKNP_02694	24967.8310254337	-2.07722137035391	0.0950846094505654	-21.8460314698338	8.47888756457951e-106	4.86079737480856e-105
EJCDLKNP_01452	12779.0549105087	-2.0766366343362	0.0539532468656996	-38.4895581818341	0	0
EJCDLKNP_02630	6847.18048509785	-2.0763443498635	0.0617277654590864	-33.6371215517224	4.81062219089461e-248	5.92258568092107e-247
EJCDLKNP_01733	18.3224414804391	-2.07630440921112	0.540695715484704	-3.84006077678982	0.000123003855213565	0.000184199192951919
EJCDLKNP_00679	6419.14310108057	-2.07288784412808	0.0691769809150174	-29.9649943768807	2.80635781952228e-197	2.71945125478868e-196
EJCDLKNP_00903	8753.83552451168	-2.05382482735931	0.0592280169724835	-34.6765759237472	1.77665945492796e-263	2.30046767353604e-262
EJCDLKNP_02603	14784.1916601651	-2.05375048538777	0.0589838087076827	-34.8188855617299	1.25970722795318e-265	1.65247183963815e-264
